Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,index
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,1024,1024,Nvidia,"GeForce GTX 940MX",Windows,2.2,24988,350
Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7 7700HQ",2.8,16,Others,NULL,NULL,Nvidia,"GeForce GTX 1060",Windows,2.65,98302,351
HP,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.2,58555,352
Lenovo,"2 in 1 Convertible",15.6,3840,2160,1,Intel,"Core i7 7700HQ",2.8,16,Hybrid,128,128,Nvidia,"GeForce GTX 1050",Windows,2,101179,353
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,AMD,"Radeon 530",Windows,2.02,40440,354
Chuwi,Notebook,12.3,2736,1824,0,Intel,"Celeron Quad Core N3450",1.1,6,SSD,512,512,Intel,"HD Graphics 500",Windows,1.4,23923,355
Lenovo,Notebook,13.3,1366,768,0,Intel,"Celeron Dual Core 3855U",1.6,4,Hybrid,128,128,Intel,"HD Graphics 510",Chrome,1.45,24503,356
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,12,HDD,1024,1024,Nvidia,"GeForce GTX 1060",Windows,3.78,90523,357
Dell,Notebook,14,1920,1080,0,Intel,"Core i5 7440HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce 930MX",Windows,1.64,62817,358
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7820HQ",2.9,8,HDD,2048,2048,Intel,"HD Graphics 630",Windows,2.31,76031,359
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.2,74539,360
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,HDD,500,500,Intel,"HD Graphics 620",Linux,2.4,23539,361
Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7 6600U",2.6,12,SSD,256,256,Intel,"HD Graphics 520",Windows,1.4,98994,362
Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 6200U",2.3,8,Hybrid,128,128,Intel,"HD Graphics 520",Windows,1.6,36710,363
Asus,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.1,99793,364
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.2,77251,365
HP,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,2048,2048,Intel,"HD Graphics 620",Windows,1.95,52214,366
Dell,Notebook,14,1920,1080,0,Intel,"Core i3 6006U",2.0,4,Hybrid,128,128,Intel,"HD Graphics 520",Windows,1.6,39207,367
Dell,Workstation,15.6,1920,1080,0,Intel,"Xeon E3-1505M V6",3.0,8,Hybrid,128,128,Nvidia,"Quadro M620",Windows,2.23,106187,368
HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.32,74539,369
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,256,256,AMD,"Radeon R7 M445",Linux,2.36,47899,370
Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 6500U",2.5,16,Hybrid,512,512,Intel,"HD Graphics 520",Windows,1.2,93080,371
Asus,Notebook,35.6,1920,1080,0,Intel,"Core i3 7100U",2.4,8,SSD,128,128,Nvidia,"GeForce 940MX",Linux,2.3,31808,372
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,Hybrid,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.2,63499,373
Acer,Notebook,11.6,1366,768,0,Intel,"Pentium Quad Core N3710",1.6,4,SSD,128,128,Intel,"HD Graphics 405",Windows,1.4,25841,374
Dell,Notebook,14,1920,1080,0,Intel,"Core i5 7300U",2.6,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.64,68184,375
HP,Ultrabook,13.3,3200,1800,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.34,61006,376
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,128,128,Nvidia,"GeForce GTX 1050",Windows,2.2,54758,377
HP,"2 in 1 Convertible",13.3,3840,2160,1,Intel,"Core i7 8550U",1.8,8,HDD,500,500,Intel,"UHD Graphics 620",Windows,1.29,106507,378
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,"Flash Storage",32,32,Intel,"HD Graphics 520",Linux,2.1,20779,379
Dell,Ultrabook,14,1920,1080,0,Intel,"Core i7 7600U",2.8,8,HDD,1024,1024,Intel,"HD Graphics",Windows,1.36,89510,380
Dell,Gaming,27.3,2560,1440,0,Intel,"Core i7 7820HK",2.9,16,Hybrid,128,128,Nvidia,"GeForce GTX 1070",Windows,4.42,149131,381
HP,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,128,128,Intel,"HD Graphics 520",N/A,1.86,19442,382
HP,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.48,68838,383
HP,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",Windows,1.63,36710,384
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i7 7660U",2.5,16,SSD,512,512,Intel,"Iris Plus Graphics 640",Windows,1.25,137942,385
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,AMD,"FirePro W4190M",Windows,1.9,61485,386
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,128,128,Nvidia,"GeForce GTX 1050",Linux,2.4,42517,387
Lenovo,Notebook,35.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,Intel,"HD Graphics 520",Windows,2.2,21792,388
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,AMD,"Radeon 530",Linux,2.8,47366,389
Asus,Notebook,15.6,1920,1080,0,AMD,"A10-Series A10-9620P",2.5,4,SSD,512,512,AMD,"Radeon R5 M430",Windows,2.2,30636,390
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Nvidia,"GeForce 920MX",Windows,2.79,31382,391
Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i5 7Y57",1.2,8,Hybrid,256,256,Intel,"HD Graphics 615",Chrome,1.1,67932,392
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2,56690,393
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.91,31382,394
Dell,Ultrabook,13.3,1920,1080,1,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.42,98134,395
Asus,Notebook,15.6,1366,768,0,AMD,"E-Series 7110",1.8,4,SSD,256,256,AMD,"Radeon R2 Graphics",Windows,2,18595,396
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.62,61752,397
Lenovo,Notebook,11.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,2,SSD,256,256,Intel,"HD Graphics 500",Windows,1.15,16221,398
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7820HK",2.9,32,SSD,256,256,Nvidia,"GeForce GTX 1080",Windows,4.7,207259,399
Asus,Notebook,15.6,3840,2160,0,Intel,"Core i7 6700HQ",2.6,12,SSD,1024,1024,Intel,"HD Graphics 530",Windows,2.06,69211,400
Asus,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2,58288,401
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,256,256,AMD,"Radeon 530",Windows,6.2,48964,402
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,256,256,AMD,"Radeon 530",Windows,2.02,60867,403
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7 6820HQ",2.7,16,SSD,256,256,Nvidia,"Quadro M620",Windows,2.17,105228,404
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,Hybrid,256,256,Nvidia,"GeForce GTX 1050",Linux,2.4,45075,405
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,512,512,Nvidia,"GeForce GTX 1050",Windows,2.5,45075,406
Dell,Notebook,14,1366,768,0,Intel,"Core i3 6100U",2.3,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.79,39427,407
HP,Notebook,15.6,1366,768,0,Intel,"Core i7 8550U",1.8,8,SSD,512,512,Intel,"UHD Graphics 620",Windows,2.1,48059,408
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 7100U",2.4,4,HDD,500,500,Intel,"HD Graphics 620",Windows,2.1,37589,409
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,"Flash Storage",32,32,Nvidia,"GeForce GTX 1050",Windows,3.35,63456,410
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7 7820HQ",2.9,8,SSD,512,512,Intel,"HD Graphics 620",Windows,2.31,81732,411
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,8,SSD,512,512,Intel,"HD Graphics 520",Windows,7.2,31382,412
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Nvidia,"GeForce 920MX",N/A,2.2,26587,413
Acer,Notebook,15.6,1366,768,0,AMD,"A12-Series 9720P",2.7,8,SSD,256,256,AMD,"Radeon RX 540",Windows,2.2,35112,414
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",N/A,1.85,21498,415
Dell,Ultrabook,14,1920,1080,0,Intel,"Core i7 7600U",2.8,8,SSD,256,256,Intel,"HD Graphics 620",Linux,1.6,58555,416
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,128,128,Intel,"HD Graphics 620",Windows,1.87,41825,417
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.65,71662,418
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.32,37243,419
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.7,72674,420
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,16,SSD,512,512,AMD,"Radeon 530",Windows,2.2,60473,421
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,"Flash Storage",64,64,AMD,"Radeon 530",Windows,2.36,52161,422
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,2.3,88178,423
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.05,89084,424
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 6200U",2.3,4,Hybrid,256,256,Intel,"HD Graphics 520",N/A,2.15,24634,425
Acer,Notebook,17.3,1920,1080,0,Intel,"Core i3 7130U",2.7,4,Hybrid,128,128,Nvidia,"GeForce MX130",Windows,3,34898,426
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,256,256,Nvidia,"GeForce 940MX",Windows,2.16,67239,427
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 6700HQ",2.6,8,SSD,256,256,Nvidia,"GeForce GTX 960",Windows,3.31,63723,428
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,2.18,31254,429
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,32,32,Intel,"HD Graphics 520",Windows,1.86,21152,430
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A10-Series 9600P",2.4,6,"Flash Storage",16,16,AMD,"Radeon R5 430",Windows,2.4,26587,431
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7300U",2.6,4,SSD,256,256,Intel,"HD Graphics 620",Linux,1.93,46300,432
Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7 7700HQ",2.8,32,SSD,128,128,Nvidia,"GeForce GTX 1070",Windows,4.42,167692,433
Lenovo,Workstation,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,512,512,Nvidia,"Quadro M1200",Windows,2.67,102564,434
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 8250U",1.6,4,SSD,512,512,Intel,"UHD Graphics 620",Windows,1.49,38681,435
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,256,256,Intel,"HD Graphics 620",Windows,1.99,92121,436
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,500,500,Nvidia,"GeForce 940MX",Windows,1.5,58555,437
Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,SSD,512,512,Intel,"HD Graphics 500",Windows,1.44,15558,438
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,512,512,Nvidia,"GeForce GTX 1050",Windows,3,62231,439
Dell,Notebook,14,1920,1080,0,Intel,"Core i5 6300U",2.4,8,SSD,256,256,Intel,"HD Graphics 520",Windows,1.56,65481,440
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,HDD,1024,1024,AMD,"Radeon RX 550",Windows,1.75,59462,441
Dell,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Pentium Quad Core N3710",1.6,4,SSD,256,256,Intel,"HD Graphics 405",Windows,1.47,25521,442
Chuwi,Notebook,15.6,1920,1080,0,Intel,"Atom x5-Z8350",1.4,4,SSD,256,256,Intel,"HD Graphics",Windows,1.89,13261,443
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,128,128,Intel,"HD Graphics 520",Windows,2.2,26587,444
Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,16,Hybrid,128,128,Nvidia,"GeForce 940MX",Windows,1.63,78215,445
HP,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.84,74006,446
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Nvidia,"GeForce GTX 1050M",N/A,2.4,46300,447
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,Hybrid,64,64,Intel,"HD Graphics 500",Windows,2.2,22324,448
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.3,30103,449
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,6,SSD,512,512,Intel,"HD Graphics 620",Windows,8.23,29251,450
Asus,Ultrabook,13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,16,SSD,128,128,Intel,"HD Graphics 620",Windows,1.1,93181,451
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.9,59513,452
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.7,8,SSD,512,512,Nvidia,"GeForce GTX 1060",Windows,4.42,109011,453
Asus,Notebook,14,1366,768,0,Intel,"Core i3 7100U",2.4,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.3,27120,454
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,128,128,Nvidia,"GeForce GTX 1070",Windows,2.94,120832,455
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 6200U",2.3,4,HDD,500,500,Intel,"HD Graphics 520",Windows,2.2,28505,456
Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce GT 940MX",Windows,1.7,103523,457
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,128,128,Intel,"UHD Graphics 620",Windows,1.75,55891,458
Dell,Notebook,14,1920,1080,0,Intel,"Core i5 7440HQ",2.8,8,SSD,256,256,Nvidia,"GeForce 930MX",Linux,1.64,58022,459
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core M m3-7Y30",2.2,4,SSD,256,256,Intel,"HD Graphics 615",Windows,1.252,52694,460
Acer,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Quad Core N3160",1.6,4,HDD,1024,1024,Intel,"HD Graphics 400",Chrome,1.25,20193,461
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,128,128,Nvidia,"GeForce GTX 1070",Windows,4.42,143803,462
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7 6820HQ",2.7,16,HDD,1024,1024,Nvidia,"Quadro M620",Windows,2.17,124569,463
HP,Notebook,14,1366,768,0,Intel,"Core i5 7300U",2.6,8,SSD,512,512,Intel,"HD Graphics 620",Windows,2.31,59887,464
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,AMD,"Radeon 520",Windows,2.1,24988,465
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 6200U",2.3,8,HDD,500,500,Intel,"HD Graphics 520",Windows,1.65,78055,466
Microsoft,Ultrabook,33.5,2256,1504,1,Intel,"Core i7 7660U",2.5,8,HDD,500,500,Intel,"Iris Plus Graphics 640",Windows,1.25,95851,467
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,4,HDD,2048,2048,AMD,"Radeon 530",Windows,2.2,41345,468
Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Nvidia,"GeForce 940MX",Windows,1.7,55939,469
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,6,SSD,256,256,AMD,"Radeon R5 M430",Windows,2.04,28718,470
Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 6500U",2.5,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.6,42038,471
Fujitsu,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,HDD,500,500,Intel,"HD Graphics 620",Windows,2.2,42571,472
HP,Notebook,17.3,1600,900,0,Intel,"Core i3 6006U",2.0,8,SSD,128,128,Intel,"HD Graphics 520",Windows,2.65,28992,473
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 6200U",2.3,4,SSD,256,256,Intel,"HD Graphics 520",Windows,1.88,49657,474
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,128,128,Intel,"HD Graphics 620",Linux,1.98,38681,475
HP,Notebook,17.3,1600,900,0,Intel,"Core i3 6006U",2.0,8,SSD,128,128,Intel,"HD Graphics 520",Windows,2.5,34094,476
Mediacom,Notebook,14,1920,1080,0,Intel,"Atom x5-Z8350",1.4,2,Others,NULL,NULL,Intel,"HD Graphics",Windows,1.4,12734,477
HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,180,180,Intel,"HD Graphics 620",Windows,1.26,71129,478
Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7 7500U",2.7,8,Others,NULL,NULL,Intel,"HD Graphics 620",Windows,1.13,121585,479
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,2.7,79215,480
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,512,512,Intel,"HD Graphics 620",N/A,2.2,24935,481
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,1024,1024,Nvidia,"GeForce GTX 1070",Windows,2.9,113060,482
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,128,128,Nvidia,"GeForce 930MX",Windows,2.63,68198,483
Asus,Notebook,14,1920,1080,0,Intel,"Celeron Dual Core N3350",1.1,4,"Flash Storage",64,64,Intel,"HD Graphics 500",Windows,1.5,15877,484
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i5 6200U",2.3,4,SSD,128,128,Intel,"HD Graphics 520",Windows,2.1,32075,485
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3 6100U",2.1,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.1,26533,486
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3 7100U",2.4,4,SSD,512,512,Intel,"HD Graphics 620",Windows,1.5,29251,487
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,SSD,512,512,Intel,"HD Graphics 500",Linux,2,11935,488
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5 7200U",2.5,6,SSD,512,512,Nvidia,"GeForce GTX 940M",Windows,5.8,34579,489
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,6,SSD,512,512,Intel,"HD Graphics 620",Windows,1.5,34046,490
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300U",2.6,16,SSD,256,256,Intel,"HD Graphics 620",Windows,1.93,76012,491
HP,Notebook,15.6,1366,768,0,AMD,"A6-Series 9220",2.5,4,SSD,512,512,AMD,"Radeon R4 Graphics",Windows,1.86,19660,492
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,AMD,"Radeon 530",Windows,2.1,39694,493
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i5 6440HQ",2.6,8,HDD,1024,1024,AMD,"FirePro W5130M",Windows,2.23,72940,494
Asus,Ultrabook,14,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,256,256,Intel,"UHD Graphics 620",Windows,1.25,58555,495
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7 6820HQ",2.7,8,SSD,180,180,Nvidia,"Quadro M1200",Windows,2,113753,496
Asus,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,256,256,Intel,"HD Graphics 620",Windows,11.1,101232,497
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,1024,1024,Nvidia,"GeForce GTX 1050 Ti",Windows,2.62,78801,498
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.27,49444,499
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,4,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.8,44169,500
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,"Flash Storage",64,64,Nvidia,"GeForce 940MX",Windows,2.23,28984,501
Lenovo,Notebook,24,1920,1080,0,Intel,"Core i5 6200U",2.3,8,SSD,256,256,Intel,"HD Graphics 520",Windows,2.02,71395,502
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Nvidia,"GeForce 920MX",Windows,2.2,30849,503
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,8,HDD,500,500,Intel,"HD Graphics 500",Windows,2,21259,504
Dell,Notebook,15.6,3840,2160,1,Intel,"Core i7 7700HQ",2.8,32,SSD,16,16,Nvidia,"GeForce GTX 1050",Windows,2.06,140606,505
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,4,SSD,256,256,Nvidia,"GeForce 920MX",Windows,2.2,42571,506
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,Hybrid,256,256,AMD,"Radeon R5 M430",Linux,2.3,31909,507
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,HDD,1024,1024,Intel,"UHD Graphics 620",Windows,2.1,42304,508
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,SSD,512,512,Intel,"HD Graphics 400",Windows,1.4,23177,509
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Hybrid,256,256,Nvidia,"GeForce GTX 1050",Windows,1.99,48305,510
Mediacom,Notebook,13.3,1920,1080,0,Intel,"Atom x5-Z8350",1.4,4,SSD,128,128,Intel,"HD Graphics",Windows,1.35,13586,511
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Nvidia,"GeForce GTX 1050 Ti",Windows,2.7,63883,512
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Nvidia,"GeForce 920MX",Windows,1.87,45665,513
Dell,Notebook,13.3,1366,768,0,Intel,"Core i3 6006U",2.0,4,Hybrid,256,256,Intel,"HD Graphics 520",Windows,1.65,36710,514
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2,67026,515
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,8,"Flash Storage",32,32,Nvidia,"GeForce 920MX",N/A,2.2,24456,516
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2.37,39907,517
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 6500U",2.5,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.43,79920,518
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,4.42,130874,519
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i5 8250U",1.6,8,Hybrid,256,256,Intel,"UHD Graphics 620",Windows,1.23,99580,520
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,Hybrid,256,256,AMD,"Radeon R5 M430",Windows,2.3,31169,521
Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,2,SSD,256,256,Intel,"HD Graphics 400",Windows,1.42,13267,522
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7440HQ",2.8,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.9,73367,523
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,128,128,Nvidia,"GeForce 940MX",Windows,2.2,44329,524
